titulo,ubicacion,precio,caracteristicas,area_m2,habitaciones,banos,parqueaderos,url,codigo,pagina,numero_en_pagina
"Apartamento en Arriendo, LAURELES, Medellín",LAURELES | Noroccidente | Medellín,$6.000.000,"142 m²
3 hab.
3 bañ.
1 par.",142,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-3-habitaciones-3-banos-1-garajes/12116-M5012367,12116-M5012367,3,18
"Apartamento en Venta y Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$550.000.000,"132 m²
3 hab.
4 bañ.
2 par.",132,3,4,2,https://www.metrocuadrado.com/inmueble/venta-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M2006141,687-M2006141,3,19
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$24.000.000,"295 m²
3 hab.
4 bañ.
3 par.",295,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-4-banos-3-garajes/687-M5565858,687-M5565858,3,20
"Apartamento en Arriendo, Alto De Las Palmas, Medellín",Alto De Las Palmas | Medellín,$6.000.000,"89 m²
2 hab.
2 bañ.
2 par.",89,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alto-de-las-palmas-2-habitaciones-2-banos-2-garajes/19014-M6066273,19014-M6066273,3,21
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$28.000.000,"320 m²
3 hab.
4 bañ.
2 par.",320,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M5675563,687-M5675563,3,22
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$8.100.000,"220 m²
4 hab.
3 bañ.
2 par.",220,4,3,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-diamante-no.2-4-habitaciones-3-banos-2-garajes/687-M5623981,687-M5623981,3,23
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$14.000.000,"400 m²
4 hab.
5 bañ.
4 par.",400,4,5,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no.1-4-habitaciones-5-banos-4-garajes/687-M4399881,687-M4399881,3,24
"Casa en Arriendo, BELEN, Medellín",BELEN | Suroccidente | Medellín,$5.600.000,"300 m²
5 hab.
5 bañ.
2 par.",300,5,5,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-diego-echavarria-5-habitaciones-5-banos-2-garajes/12116-M5784201,12116-M5784201,3,25
"Apartamento en Arriendo, GUAYABAL, Medellín",GUAYABAL | Suroccidente | Medellín,$3.400.000,"70 m²
3 hab.
2 bañ.
1 par.",70,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-fe-3-habitaciones-2-banos-1-garajes/12116-M4964241,12116-M4964241,3,26
"Casa en Arriendo, Prado, Medellín",Prado | Nororiente | Medellín,$15.000.000,"330 m²
5 hab.
5 bañ.
2 par.",330,5,5,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-prado-5-habitaciones-5-banos-2-garajes/19474-M5674290,19474-M5674290,3,27
"Apartamento en Arriendo, Medellin, Medellín",Medellin | Medellín,$5.400.000,"90 m²
3 hab.
2 bañ.
1 par.",90,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-medellin-3-habitaciones-2-banos-1-garajes/11813-M5994592,11813-M5994592,3,28
"Apartamento en Arriendo, LAURELES LA CASTELLANA, Medellín",LAURELES LA CASTELLANA | Noroccidente | Medellín,$3.000.000,"132 m²
3 hab.
3 bañ.
1 par.",132,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-acacias-3-habitaciones-3-banos-1-garajes/11530-M5835050,11530-M5835050,3,29
"Apartamento en Arriendo, Medellin, Medellín",Medellin | Medellín,$2.800.000,"53 m²
2 hab.
2 bañ.
1 par.",53,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-medellin-2-habitaciones-2-banos-1-garajes/11813-M6011766,11813-M6011766,3,30
"Apartamento en Arriendo, Medellin, Medellín",Medellin | Medellín,$3.500.000,"78 m²
2 hab.
1 bañ.",78,2,1,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-medellin-2-habitaciones-1-banos/11813-M5945864,11813-M5945864,3,31
"Casa en Arriendo, Belen Altavista, Medellín",Belen Altavista | Medellín,$1.600.000,"104 m²
4 hab.
2 bañ.",104,4,2,,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-belen-altavista-4-habitaciones-2-banos/19474-M6005214,19474-M6005214,3,32
"Apartamento en Arriendo, Medellin, Medellín",Medellin | Medellín,$5.500.000,"187 m²
4 hab.
3 bañ.
2 par.",187,4,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-medellin-4-habitaciones-3-banos-2-garajes/11813-M5830840,11813-M5830840,3,33
"Apartamento en Arriendo, SIMON BOLIVAR, Medellín",SIMON BOLIVAR | Noroccidente | Medellín,$2.600.000,"85 m²
3 hab.
2 bañ.",85,3,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simon-bolivar-3-habitaciones-2-banos/18296-M6015176,18296-M6015176,3,34
"Local Comercial en Arriendo, Las Playas, Medellín",Las Playas | Medellín,$17.000.000,"259 m²
2 bañ.
1 par.",259,,2,1,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-las-playas-2-banos-1-garajes/34-M5756803,34-M5756803,3,35
"Apartamento en Arriendo, NUEVA VILLA DE ABURRA, Medellín",NUEVA VILLA DE ABURRA | Suroccidente | Medellín,$3.300.000,"135 m²
3 hab.
3 bañ.
1 par.",135,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-belen-3-habitaciones-3-banos-1-garajes/18536-M6051531,18536-M6051531,3,36
"Apartamento en Arriendo, Poblado, Medellín",Poblado | Medellín,$10.000.000,"124 m²
2 hab.
3 bañ.
2 par.",124,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-2-habitaciones-3-banos-2-garajes/19474-M6056331,19474-M6056331,3,37
"Casa en Arriendo, Alto De Palmas, Medellín",Alto De Palmas | Medellín,$35.000.000,"510 m²
3 hab.
4 bañ.
4 par.",510,3,4,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-alto-de-palmas-3-habitaciones-4-banos-4-garajes/2671-M5812048,2671-M5812048,3,38
"Apartamento en Arriendo, Ciudad Del Rio, Medellín",Ciudad Del Rio | Suroriente | Medellín,$5.000.000,"110 m²
3 hab.
2 bañ.
1 par.",110,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-2-banos-1-garajes/11224-M5612473,11224-M5612473,3,39
"Apartamento en Arriendo, Poblado Alto, Medellín",Poblado Alto | Suroriente | Medellín,$6.700.000,"107 m²
2 hab.
3 bañ.
2 par.",107,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-altos-del-poblado-2-habitaciones-3-banos-2-garajes/11224-M5750605,11224-M5750605,3,40
"Casa en Arriendo, Las Palmas, Medellín",Las Palmas | Medellín,$27.220.000,"435 m²
4 hab.
5 bañ.
2 par.",435,4,5,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-las-palmas-4-habitaciones-5-banos-2-garajes/2671-M5812014,2671-M5812014,3,41
"Apartamento en Arriendo, Loma Los Gonzalez, Medellín",Loma Los Gonzalez | Suroriente | Medellín,$6.000.000,"104 m²
3 hab.
3 bañ.
2 par.",104,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-lucas-3-habitaciones-3-banos-2-garajes/11224-M5856883,11224-M5856883,3,42
"Apartamento en Arriendo, Poblado, Medellín",Poblado | Medellín,$25.000.000,"306 m²
3 hab.
4 bañ.
2 par.",306,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-4-banos-2-garajes/17098-M5781507,17098-M5781507,3,43
"Apartamento en Arriendo, El Tesoro, Medellín",El Tesoro | Medellín,$6.000.000,"227 m²
3 hab.
4 bañ.
1 par.",227,3,4,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-1-garajes/16120-M6064691,16120-M6064691,3,44
"Apartamento en Arriendo, Loma Del Campestre, Medellín",Loma Del Campestre | Medellín,$7.800.000,"158 m²
3 hab.
5 bañ.
2 par.",158,3,5,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-del-campestre-3-habitaciones-5-banos-2-garajes/16120-M6063639,16120-M6063639,3,45
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Suroriente | Medellín,$4.500.000,"134 m²
3 hab.
3 bañ.
1 par.",134,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-3-banos-1-garajes/14059-M5469643,14059-M5469643,3,46
"Apartamento en Arriendo, Loma De Los Parra, Medellín",Loma De Los Parra | Medellín,$11.000.000,"212 m²
3 hab.
4 bañ.
2 par.",212,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-parra-3-habitaciones-4-banos-2-garajes/16120-M6064041,16120-M6064041,3,47
"Bodega en Arriendo, Guayabal, Medellín",Guayabal | Medellín,$52.000.000,"2.000 m²
5 bañ.
4 par.",000,,5,4,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-guayabal-5-banos-4-garajes/14059-M5727506,14059-M5727506,3,48
"Casa en Arriendo, Laureles Lorena, Medellín",Laureles Lorena | Medellín,$5.000.000,"171 m²
4 hab.
3 bañ.
2 par.",171,4,3,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-laureles-lorena-4-habitaciones-3-banos-2-garajes/17079-M5161287,17079-M5161287,3,49
"Oficina en Arriendo, Poblado San Julián, Medellín",Poblado San Julián | Suroriente | Medellín,$1.250.000,"40 m²
4 bañ.
1 par.",40,,4,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-san-diego-4-banos-1-garajes/MC4778247,MC4778247,3,50
"Apartamento en Arriendo, LA FRONTERA Zona Urbana , Medellín",LA FRONTERA Zona Urbana | Suroriente | Medellín,$3.500.000,"74 m²
3 hab.
2 bañ.
1 par.",74,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-diamante-no.2-3-habitaciones-2-banos-1-garajes/MC5964681,MC5964681,3,51
"Apartamento en Arriendo, CALASANZ Nororiente, Medellín",CALASANZ Nororiente | Noroccidente | Medellín,$2.450.000,"66 m²
3 hab.
2 bañ.
1 par.",66,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-calasanz-parte-alta-3-habitaciones-2-banos-1-garajes/MC5987694,MC5987694,3,52
"Oficina en Arriendo, LA CANDELARIA Nororiente, Medellín",LA CANDELARIA Nororiente | Nororiente | Medellín,$1.000.000,"4 m²
1 bañ.",4,,1,,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-la-candelaria-1-banos/MC5850723,MC5850723,3,53
