titulo,ubicacion,precio,caracteristicas,area_m2,habitaciones,banos,parqueaderos,url,codigo,pagina,numero_en_pagina
"Casa en Arriendo, Belen San Bernardo, Medellín",Belen San Bernardo | Medellín,$3.200.000,"174 m²
3 hab.
2 bañ.
1 par.",174,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-belen-san-bernardo-3-habitaciones-2-banos-1-garajes/17143-M5223823,17143-M5223823,1,1
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Suroriente | Medellín,$4.500.000,"55 m²
1 hab.
5 bañ.",55,1,5,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-1-habitaciones-5-banos/2895-M5325679,2895-M5325679,1,2
"Apartamento en Arriendo, Santa Monica, Medellín",Santa Monica | Medellín,$2.300.000,"100 m²
3 hab.
2 bañ.
1 par.",100,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-monica-3-habitaciones-2-banos-1-garajes/17143-M5627340,17143-M5627340,1,3
"Apartamento en Arriendo, Los Colores, Medellín",Los Colores | Noroccidente | Medellín,$2.850.000,"60 m²
3 hab.
2 bañ.
1 par.",60,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-german-3-habitaciones-2-banos-1-garajes/17136-M6065913,17136-M6065913,1,4
"Apartamento en Arriendo, CALASANZ PARTE ALTA, Medellín",CALASANZ PARTE ALTA | Noroccidente | Medellín,$2.250.000,"57 m²
3 hab.
2 bañ.
1 par.",57,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-alcazares-3-habitaciones-2-banos-1-garajes/16115-M6034913,16115-M6034913,1,5
"Bodega en Arriendo, Belen, Medellín",Belen | Medellín,$13.500.000,"500 m²
4 bañ.
3 par.",500,,4,3,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-belen-4-banos-3-garajes/17698-M6050281,17698-M6050281,1,6
"Casa en Arriendo, Poblado, Medellín",Poblado | Suroriente | Medellín,$9.500.000,"280 m²
4 hab.
2 bañ.
2 par.",280,4,2,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-4-habitaciones-2-banos-2-garajes/18537-M6039826,18537-M6039826,1,7
"Local Comercial en Arriendo, Poblado, Medellín",Poblado | Suroriente | Medellín,$12.000.000,140 m²,140,,,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-la-florida/18537-M5986805,18537-M5986805,1,8
"Apartamento en Arriendo, Loma Del Indio, Medellín",Loma Del Indio | Medellín,$2.150.000,"54 m²
2 hab.
1 bañ.
1 par.",54,2,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-del-indio-2-habitaciones-1-banos-1-garajes/16509-M6043919,16509-M6043919,1,9
"Casa en Arriendo, Loma De Los Bernal, Medellín",Loma De Los Bernal | Medellín,$2.300.000,"42 m²
1 hab.
1 bañ.
1 par.",42,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-loma-de-los-bernal-1-habitaciones-1-banos-1-garajes/16509-M6044740,16509-M6044740,1,10
"Apartamento en Arriendo, Las Villas, Medellín",Las Villas | Medellín,$2.750.000,"78 m²
3 hab.
2 bañ.
1 par.",78,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-villas-3-habitaciones-2-banos-1-garajes/16509-M6063309,16509-M6063309,1,11
"Apartamento en Arriendo, Loma De Los Bernal, Medellín",Loma De Los Bernal | Suroccidente | Medellín,$3.800.000,"110 m²
4 hab.
3 bañ.
1 par.",110,4,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-4-habitaciones-3-banos-1-garajes/2511-M6064733,2511-M6064733,1,12
"Apartamento en Arriendo, Ciudad Del Rio, Medellín",Ciudad Del Rio | Medellín,$3.500.000,"65 m²
3 hab.
2 bañ.
1 par.",65,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-ciudad-del-rio-3-habitaciones-2-banos-1-garajes/11166-M6010905,11166-M6010905,1,13
"Apartamento en Arriendo, Belen, Medellín",Belen | Suroccidente | Medellín,$1.900.000,"70 m²
3 hab.
2 bañ.
1 par.",70,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-hondonada-3-habitaciones-2-banos-1-garajes/17136-M6067767,17136-M6067767,1,14
"Local Comercial en Arriendo, Las Palmas, Medellín",Las Palmas | Medellín,$2.300.000,"105 m²
2 bañ.",105,,2,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-las-palmas-2-banos/11166-M6011369,11166-M6011369,1,15
"Oficina en Arriendo, El Nogal, Medellín",El Nogal | Medellín,$9.750.000,"162 m²
1 bañ.",162,,1,,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-nogal-1-banos/11166-M6011542,11166-M6011542,1,16
"Oficina en Arriendo, El Nogal, Medellín",El Nogal | Medellín,$5.104.000,"88 m²
1 bañ.",88,,1,,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-nogal-1-banos/11166-M6011535,11166-M6011535,1,17
