titulo,ubicacion,precio,caracteristicas,area_m2,habitaciones,banos,parqueaderos,url,codigo,pagina,numero_en_pagina
"Apartamento en Arriendo, Poblado, Medellín",Poblado | Suroriente | Medellín,$7.500.000,"130 m²
2 hab.
3 bañ.
2 par.",130,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-3-banos-2-garajes/2511-M6052748,2511-M6052748,1,1
"Apartamento en Arriendo, Laureles, Medellín",Laureles | Medellín,$2.500.000,"48 m²
2 hab.
2 bañ.
1 par.",48,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-laureles-2-habitaciones-2-banos-1-garajes/17143-M6029235,17143-M6029235,1,2
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$5.500.000,"99 m²
3 hab.
2 bañ.",99,3,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-2-banos/11166-M6050438,11166-M6050438,1,3
"Casa en Arriendo, Poblado, Medellín",Poblado | Suroriente | Medellín,$9.500.000,"280 m²
4 hab.
2 bañ.
2 par.",280,4,2,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-4-habitaciones-2-banos-2-garajes/18537-M6039826,18537-M6039826,1,4
"Local Comercial en Arriendo, Poblado, Medellín",Poblado | Suroriente | Medellín,$12.000.000,140 m²,140,,,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-la-florida/18537-M5986805,18537-M5986805,1,5
"Apartamento en Arriendo, Loma Del Indio, Medellín",Loma Del Indio | Medellín,$2.150.000,"54 m²
2 hab.
1 bañ.
1 par.",54,2,1,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-del-indio-2-habitaciones-1-banos-1-garajes/16509-M6043919,16509-M6043919,1,6
"Casa en Arriendo, Loma De Los Bernal, Medellín",Loma De Los Bernal | Medellín,$2.300.000,"42 m²
1 hab.
1 bañ.
1 par.",42,1,1,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-loma-de-los-bernal-1-habitaciones-1-banos-1-garajes/16509-M6044740,16509-M6044740,1,7
"Apartamento en Arriendo, Las Villas, Medellín",Las Villas | Medellín,$2.750.000,"78 m²
3 hab.
2 bañ.
1 par.",78,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-las-villas-3-habitaciones-2-banos-1-garajes/16509-M6063309,16509-M6063309,1,8
"Apartamento en Arriendo, Loma De Los Bernal, Medellín",Loma De Los Bernal | Suroccidente | Medellín,$3.800.000,"110 m²
4 hab.
3 bañ.
1 par.",110,4,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-4-habitaciones-3-banos-1-garajes/2511-M6064733,2511-M6064733,1,9
"Apartamento en Arriendo, Ciudad Del Rio, Medellín",Ciudad Del Rio | Medellín,$3.500.000,"65 m²
3 hab.
2 bañ.
1 par.",65,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-ciudad-del-rio-3-habitaciones-2-banos-1-garajes/11166-M6010905,11166-M6010905,1,10
"Local Comercial en Arriendo, Las Palmas, Medellín",Las Palmas | Medellín,$2.300.000,"105 m²
2 bañ.",105,,2,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-las-palmas-2-banos/11166-M6011369,11166-M6011369,1,11
"Oficina en Arriendo, El Nogal, Medellín",El Nogal | Medellín,$9.750.000,"162 m²
1 bañ.",162,,1,,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-nogal-1-banos/11166-M6011542,11166-M6011542,1,12
"Oficina en Arriendo, El Nogal, Medellín",El Nogal | Medellín,$5.104.000,"88 m²
1 bañ.",88,,1,,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-el-nogal-1-banos/11166-M6011535,11166-M6011535,1,13
"Apartamento en Arriendo, La Linde, Medellín",La Linde | Medellín,$3.600.000,"70 m²
3 hab.
2 bañ.
1 par.",70,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-linde-3-habitaciones-2-banos-1-garajes/11166-M6011360,11166-M6011360,1,14
"Local Comercial en Arriendo, Pedregal, Medellín",Pedregal | Medellín,$1.400.000,"20 m²
1 bañ.",20,,1,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-pedregal-1-banos/11166-M6064739,11166-M6064739,1,15
"Apartamento en Arriendo, Ciudad Del Rio, Medellín",Ciudad Del Rio | Medellín,$3.800.000,"80 m²
3 hab.
2 bañ.
1 par.",80,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-ciudad-del-rio-3-habitaciones-2-banos-1-garajes/11166-M6064745,11166-M6064745,1,16
"Apartamento en Arriendo, Los Balsos, Medellín",Los Balsos | Medellín,$4.800.000,"117 m²
3 hab.
2 bañ.
1 par.",117,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-3-habitaciones-2-banos-1-garajes/19115-M6065203,19115-M6065203,1,17
"Apartamento en Arriendo, Castropol, Medellín",Castropol | Medellín,$7.300.000,"85 m²
1 hab.
2 bañ.
1 par.",85,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-castropol-1-habitaciones-2-banos-1-garajes/4660-M6040618,4660-M6040618,1,18
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$5.200.000,"106 m²
2 hab.
2 bañ.
2 par.",106,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-2-habitaciones-2-banos-2-garajes/687-M5467934,687-M5467934,1,19
"Apartaestudio en Arriendo, Poblado, Medellín",Poblado | Suroriente | Medellín,$6.000.000,"64 m²
1 hab.
2 bañ.
1 par.",64,1,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-los-balsos-no.1-1-habitaciones-2-banos-1-garajes/20543-M6013100,20543-M6013100,1,20
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$6.400.000,"170 m²
3 hab.
4 bañ.
2 par.",170,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-4-banos-2-garajes/687-M5514610,687-M5514610,1,21
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$7.100.000,"140 m²
3 hab.
4 bañ.
3 par.",140,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-3-habitaciones-4-banos-3-garajes/687-M5071973,687-M5071973,1,22
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$3.650.000,"72 m²
3 hab.
2 bañ.
1 par.",72,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-simesa-3-habitaciones-2-banos-1-garajes/687-M5469025,687-M5469025,1,23
"Apartamento en Arriendo, Poblado, Medellín",Poblado | Suroriente | Medellín,$6.700.000,"126 m²
2 hab.
2 bañ.
1 par.",126,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alejandria-2-habitaciones-2-banos-1-garajes/20543-M6013191,20543-M6013191,1,24
"Apartamento en Arriendo, Envigado, Medellín",Envigado | Medellín,$6.500.000,"135 m²
3 hab.
3 bañ.
2 par.",135,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-sebastian-3-habitaciones-3-banos-2-garajes/20543-M6013210,20543-M6013210,1,25
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$6.550.000,"150 m²
3 hab.
4 bañ.
2 par.",150,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.2-3-habitaciones-4-banos-2-garajes/687-M5468647,687-M5468647,1,26
"Casa en Arriendo, Poblado San Lucas, Medellín",Poblado San Lucas | Medellín,$22.500.000,"381 m²
3 hab.
4 bañ.
2 par.",381,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-poblado-san-lucas-3-habitaciones-4-banos-2-garajes/20765-M6015148,20765-M6015148,1,27
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$7.550.000,"170 m²
3 hab.
4 bañ.
2 par.",170,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-2-garajes/687-M4823155,687-M4823155,1,28
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$26.000.000,"450 m²
4 hab.
5 bañ.
4 par.",450,4,5,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-no.1-4-habitaciones-5-banos-4-garajes/687-M5682071,687-M5682071,1,29
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$10.500.000,"271 m²
3 hab.
4 bañ.
2 par.",271,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-san-lucas-3-habitaciones-4-banos-2-garajes/687-M5469121,687-M5469121,1,30
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$7.300.000,"106 m²
2 hab.
2 bañ.
2 par.",106,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-2-habitaciones-2-banos-2-garajes/687-M5467918,687-M5467918,1,31
"Apartamento en Arriendo, Poblado, Medellín",Poblado | Suroriente | Medellín,$9.000.000,"120 m²
3 hab.
3 bañ.
1 par.",120,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-3-banos-1-garajes/20543-M5997125,20543-M5997125,1,32
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Otros | Medellín,$10.000.000,"174 m²
3 hab.
4 bañ.
3 par.",174,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-3-habitaciones-4-banos-3-garajes/687-M5965904,687-M5965904,1,33
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$7.000.000,"118 m²
2 hab.
3 bañ.
2 par.",118,2,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-2-habitaciones-3-banos-2-garajes/687-M4654610,687-M4654610,1,34
"Apartamento en Arriendo, Calasanz, Medellín",Calasanz | Medellín,$2.800.000,"54 m²
2 hab.
2 bañ.
1 par.",54,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-calasanz-2-habitaciones-2-banos-1-garajes/19795-M5691390,19795-M5691390,1,35
"Casa en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$19.000.000,"648 m²
4 hab.
5 bañ.
4 par.",648,4,5,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-tesoro-4-habitaciones-5-banos-4-garajes/687-M4293885,687-M4293885,1,36
"Casa en Arriendo, Palmas, Medellín",Palmas | Medellín,$45.000.000,"360 m²
4 hab.
5 bañ.
4 par.",360,4,5,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-palmas-4-habitaciones-5-banos-4-garajes/20765-M6017242,20765-M6017242,1,37
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$18.000.000,"260 m²
3 hab.
4 bañ.
2 par.",260,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-4-banos-2-garajes/20765-M6015781,20765-M6015781,1,38
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$22.000.000,"260 m²
3 hab.
4 bañ.
2 par.",260,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-4-banos-2-garajes/20765-M6015789,20765-M6015789,1,39
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$9.700.000,"214 m²
3 hab.
4 bañ.
3 par.",214,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-3-garajes/687-M4654582,687-M4654582,1,40
"Apartamento en Arriendo, Lalinde, Medellín",Lalinde | Medellín,$9.500.000,"121 m²
2 hab.
3 bañ.
1 par.",121,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-lalinde-2-habitaciones-3-banos-1-garajes/20772-M6015479,20772-M6015479,1,41
"Oficina en Arriendo, Laureles, Medellín",Laureles | Medellín,$2.250.000,"33 m²
1 bañ.
1 par.",33,,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-laureles-1-banos-1-garajes/17698-M6062937,17698-M6062937,1,42
"Oficina en Arriendo, Laureles, Medellín",Laureles | Noroccidente | Medellín,$3.100.000,"60 m²
1 bañ.
1 par.",60,,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-lorena-1-banos-1-garajes/17698-M5825094,17698-M5825094,1,43
"Local Comercial en Arriendo, Guayabal, Medellín",Guayabal | Suroccidente | Medellín,$16.357.000,"200 m²
2 bañ.
3 par.",200,,2,3,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-shellmar-2-banos-3-garajes/17698-M5817859,17698-M5817859,1,44
"Apartamento en Arriendo, Medellin, Medellín",Medellin | Medellín,$5.250.000,"128 m²
3 hab.
4 bañ.
2 par.",128,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-medellin-3-habitaciones-4-banos-2-garajes/11813-M5777511,11813-M5777511,1,45
"Oficina en Arriendo, Guayabal, Medellín",Guayabal | Suroccidente | Medellín,$93.798.600,"1.359 m²
5 bañ.
4 par.",359,,5,4,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-shellmar-5-banos-4-garajes/17698-M5774426,17698-M5774426,1,46
"Apartamento en Arriendo, Medellin, Medellín",Medellin | Medellín,$4.500.000,"120 m²
3 hab.
4 bañ.
1 par.",120,3,4,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-medellin-3-habitaciones-4-banos-1-garajes/11813-M6018002,11813-M6018002,1,47
"Casa en Arriendo, Santa Fe, Medellín",Santa Fe | Medellín,$2.000.000,"120 m²
3 hab.
2 bañ.",120,3,2,,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-santa-fe-3-habitaciones-2-banos/17698-M6062834,17698-M6062834,1,48
"Oficina en Arriendo, Laureles, Medellín",Laureles | Noroccidente | Medellín,$3.500.000,"70 m²
1 bañ.
1 par.",70,,1,1,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-lorena-1-banos-1-garajes/17698-M5825127,17698-M5825127,1,49
"Apartamento en Arriendo, Poblado, Medellín",Poblado | Medellín,$7.500.000,"163 m²
3 hab.
3 bañ.
2 par.",163,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-3-banos-2-garajes/19474-M5962398,19474-M5962398,1,50
"Apartamento en Arriendo, Medellin, Medellín",Medellin | Medellín,$3.400.000,"85 m²
3 hab.
2 bañ.",85,3,2,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-medellin-3-habitaciones-2-banos/11813-M5965769,11813-M5965769,1,51
"Apartamento en Arriendo, CALASANZ PARTE ALTA, Medellín",CALASANZ PARTE ALTA | Noroccidente | Medellín,$3.300.000,"100 m²
3 hab.
2 bañ.
2 par.",100,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-alcazares-3-habitaciones-2-banos-2-garajes/16115-M6060698,16115-M6060698,1,52
"Casa en Arriendo, Los Balsos, Medellín",Los Balsos | Medellín,$58.700.000,"844,29 m²
5 hab.
5 bañ.
2 par.",29,5,5,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-5-habitaciones-5-banos-2-garajes/2671-M5812213,2671-M5812213,1,53
"Casa en Arriendo, El Retiro, Medellín",El Retiro | Medellín,$16.000.000,"361 m²
4 hab.
5 bañ.
2 par.",361,4,5,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-na-4-habitaciones-5-banos-2-garajes/2671-M5812021,2671-M5812021,1,54
"Casa en Arriendo, ALTOS DEL POBLADO, Medellín",ALTOS DEL POBLADO | Suroriente | Medellín,$8.800.000,"240 m²
4 hab.
5 bañ.
3 par.",240,4,5,3,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-altos-del-poblado-4-habitaciones-5-banos-3-garajes/10842-M6017896,10842-M6017896,1,55
"Apartamento en Arriendo, El Tesoro, Medellín",El Tesoro | Medellín,$30.000.000,"458 m²
5 hab.
5 bañ.
3 par.",458,5,5,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-5-habitaciones-5-banos-3-garajes/2671-M6014232,2671-M6014232,1,56
"Apartamento en Arriendo, EL POBLADO EL TESORO, Medellín",EL POBLADO EL TESORO | Suroriente | Medellín,$39.900.000,"700 m²
4 hab.
5 bañ.
4 par.",700,4,5,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-4-habitaciones-5-banos-4-garajes/17556-M5186602,17556-M5186602,1,57
"Apartamento en Arriendo, Los Balsos, Medellín",Los Balsos | Medellín,$4.600.000,"110 m²
3 hab.
2 bañ.
2 par.",110,3,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-3-habitaciones-2-banos-2-garajes/11224-M6070847,11224-M6070847,1,58
"Apartamento en Arriendo, Lalinde, Medellín",Lalinde | Medellín,$8.700.000,"121 m²
2 hab.
3 bañ.
1 par.",121,2,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-lalinde-2-habitaciones-3-banos-1-garajes/847-M6012249,847-M6012249,1,59
"Apartamento en Arriendo, El Tesoro, Medellín",El Tesoro | Suroriente | Medellín,$7.500.000,"152,4 m²
3 hab.
3 bañ.
2 par.",4,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-3-banos-2-garajes/847-M5838520,847-M5838520,1,60
"Casa en Arriendo, Los Balsos, Medellín",Los Balsos | Medellín,$60.000.000,"500 m²
5 hab.
5 bañ.
4 par.",500,5,5,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-los-balsos-5-habitaciones-5-banos-4-garajes/16958-M4884657,16958-M4884657,1,61
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$9.500.000,"170 m²
4 hab.
4 bañ.
2 par.",170,4,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-4-habitaciones-4-banos-2-garajes/14059-M6043504,14059-M6043504,1,62
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$6.000.000,"170 m²
4 hab.
4 bañ.
2 par.",170,4,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-4-habitaciones-4-banos-2-garajes/14059-M6012487,14059-M6012487,1,63
"Apartamento en Arriendo, Poblado, Medellín",Poblado | Medellín,$14.600.000,"135 m²
3 hab.
4 bañ.
2 par.",135,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-poblado-3-habitaciones-4-banos-2-garajes/16120-M6015246,16120-M6015246,1,64
"Apartamento en Arriendo, LAURELES Nororiente, Medellín",LAURELES Nororiente | Noroccidente | Medellín,$6.000.000,"106 m²
3 hab.
4 bañ.
1 par.",106,3,4,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-lorena-3-habitaciones-4-banos-1-garajes/MC5943186,MC5943186,1,65
"Apartamento en Arriendo, BELEN LOMA DE LOS BERNAL Nororiente, Medellín",BELEN LOMA DE LOS BERNAL Nororiente | Suroccidente | Medellín,$3.800.000,"100 m²
3 hab.
2 bañ.
1 par.",100,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-loma-de-los-bernal-3-habitaciones-2-banos-1-garajes/MC5999951,MC5999951,1,66
"Oficina en Arriendo, LA CANDELARIA Nororiente, Medellín",LA CANDELARIA Nororiente | Nororiente | Medellín,$1.150.000,"4 m²
1 bañ.",4,,1,,https://www.metrocuadrado.com/inmueble/arriendo-oficina-medellin-la-candelaria-1-banos/MC5850725,MC5850725,1,67
"Apartamento en Arriendo, EL POBLADO SANTA MARIA DE LOS ANGELES Suroriente, Medellín",EL POBLADO SANTA MARIA DE LOS ANGELES Suroriente | Suroriente | Medellín,$3.000.000,"60 m²
2 hab.
2 bañ.
1 par.",60,2,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-santa-maria-de-los-angeles-2-habitaciones-2-banos-1-garajes/MC6028170,MC6028170,1,68
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Nororiente | Medellín,$9.500.000,"83 m²
3 hab.
5 bañ.",83,3,5,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-asomadera-no.2-3-habitaciones-5-banos/2895-M5364841,2895-M5364841,2,1
"Casa en Arriendo, Alto De Las Palmas, Medellín",Alto De Las Palmas | Medellín,$14.500.000,"330 m²
3 hab.
5 bañ.
4 par.",330,3,5,4,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-na-3-habitaciones-5-banos-4-garajes/20765-M6000163,20765-M6000163,2,2
"Local Comercial en Arriendo, Nogal Los Almendros, Medellín",Nogal Los Almendros | Medellín,$6.000.000,"84 m²
1 bañ.",84,,1,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-nogal-los-almendros-1-banos/2214-M4562146,2214-M4562146,2,3
"Apartamento en Arriendo, La Almeria, Medellín",La Almeria | Medellín,$2.800.000,"150 m²
3 hab.
3 bañ.
2 par.",150,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-almeria-3-habitaciones-3-banos-2-garajes/11166-M6065385,11166-M6065385,2,4
"Casa en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$16.000.000,"225 m²
4 hab.
5 bañ.
2 par.",225,4,5,2,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-el-poblado-4-habitaciones-5-banos-2-garajes/20775-M6029072,20775-M6029072,2,5
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$9.500.000,"105 m²
2 hab.
2 bañ.
2 par.",105,2,2,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-2-habitaciones-2-banos-2-garajes/20775-M6006894,20775-M6006894,2,6
"Apartamento en Arriendo, El Poblado, Medellín",El Poblado | Medellín,$12.500.000,"215 m²
3 hab.
3 bañ.
1 par.",215,3,3,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-poblado-3-habitaciones-3-banos-1-garajes/20775-M6001607,20775-M6001607,2,7
"Apartamento en Arriendo, Alto De Las Palmas, Medellín",Alto De Las Palmas | Medellín,$10.500.000,"164 m²
4 hab.
4 bañ.",164,4,4,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-alto-de-las-palmas-4-habitaciones-4-banos/20775-M6001604,20775-M6001604,2,8
"Apartamento en Arriendo, Florida Nueva, Medellín",Florida Nueva | Noroccidente | Medellín,$2.200.000,"90 m²
3 hab.
3 bañ.",90,3,3,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-naranjal-3-habitaciones-3-banos/13934-M6038782,13934-M6038782,2,9
"Casa en Arriendo, ROBLEDO LA CAMPIÑA, Medellín",ROBLEDO LA CAMPIÑA | Noroccidente | Medellín,$1.200.000,"100 m²
2 hab.
1 bañ.
1 par.",100,2,1,1,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-cucaracho-2-habitaciones-1-banos-1-garajes/18296-M6054319,18296-M6054319,2,10
"Local Comercial en Arriendo, Villa Nueva, Medellín",Villa Nueva | Medellín,$10.000.000,144 m²,144,,,,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-villa-nueva/19474-M5674368,19474-M5674368,2,11
"Apartamento en Arriendo, Los Colores, Medellín",Los Colores | Noroccidente | Medellín,$2.850.000,"60 m²
3 hab.
2 bañ.
1 par.",60,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-san-german-3-habitaciones-2-banos-1-garajes/17136-M6065913,17136-M6065913,2,12
"Apartamento en Arriendo, CALASANZ PARTE ALTA, Medellín",CALASANZ PARTE ALTA | Noroccidente | Medellín,$2.250.000,"57 m²
3 hab.
2 bañ.
1 par.",57,3,2,1,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-alcazares-3-habitaciones-2-banos-1-garajes/16115-M6034913,16115-M6034913,2,13
"Bodega en Arriendo, Belen, Medellín",Belen | Medellín,$13.500.000,"500 m²
4 bañ.
3 par.",500,,4,3,https://www.metrocuadrado.com/inmueble/arriendo-bodega-medellin-belen-4-banos-3-garajes/17698-M6050281,17698-M6050281,2,14
"Local Comercial en Arriendo, Laureles, Medellín",Laureles | Medellín,$7.900.000,"120 m²
3 bañ.
1 par.",120,,3,1,https://www.metrocuadrado.com/inmueble/arriendo-local-comercial-medellin-laureles-3-banos-1-garajes/19795-M5744592,19795-M5744592,2,15
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$4.700.000,"116 m²
3 hab.
3 bañ.
2 par.",116,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-3-banos-2-garajes/687-M5511812,687-M5511812,2,16
"Apartamento en Arriendo, Laureles, Medellín",Laureles | Noroccidente | Medellín,$5.000.000,"110 m²
3 hab.
3 bañ.",110,3,3,,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-lorena-3-habitaciones-3-banos/20662-M6060255,20662-M6060255,2,17
"Apartamento en Arriendo, Poblado, Medellín",Poblado | Suroriente | Medellín,$12.000.000,"130 m²
3 hab.
3 bañ.
2 par.",130,3,3,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-naranjos-3-habitaciones-3-banos-2-garajes/20543-M6070728,20543-M6070728,2,18
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$9.300.000,"165 m²
3 hab.
4 bañ.
3 par.",165,3,4,3,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-el-tesoro-3-habitaciones-4-banos-3-garajes/687-M5512141,687-M5512141,2,19
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$8.800.000,"210 m²
3 hab.
4 bañ.
2 par.",210,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-los-balsos-no.1-3-habitaciones-4-banos-2-garajes/687-M4698307,687-M4698307,2,20
"Apartamento en Arriendo, EL POBLADO, Medellín",EL POBLADO | Suroriente | Medellín,$18.200.000,"400 m²
3 hab.
4 bañ.
2 par.",400,3,4,2,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-medellin-la-florida-3-habitaciones-4-banos-2-garajes/687-M4774605,687-M4774605,2,21
"Casa en Arriendo, Florida Nueva, Medellín",Florida Nueva | Medellín,$6.600.000,"196 m²
5 hab.
5 bañ.",196,5,5,,https://www.metrocuadrado.com/inmueble/arriendo-casa-medellin-florida-nueva-5-habitaciones-5-banos/19795-M5691377,19795-M5691377,2,22
